tavg,tmin,tmax,prcp,wdir,wspd,pres
29.3,26.0,33.0,5.4,260.0,19.0,1006.8
28.2,26.0,34.0,8.3,241.0,15.1,1007.8
28.4,25.0,33.0,1.7,261.0,9.8,1008.3
30.6,27.0,35.0,13.2,259.0,13.9,1009.4
29.7,27.0,35.0,5.1,275.0,13.2,1008.6
30.1,27.0,34.0,11.8,250.0,12.1,1007.8
27.9,26.0,32.0,17.1,233.0,9.9,1009.0
27.8,25.0,33.0,11.1,256.0,7.9,1009.6
30.7,25.0,35.0,4.8,281.0,7.5,1008.5
31.2,27.0,36.0,7.2,269.0,12.8,1008.1
30.3,27.0,35.0,0.0,273.0,10.5,1009.0
29.8,23.0,35.0,24.9,275.0,11.0,1008.7
30.7,25.0,36.0,20.4,240.0,9.2,1007.2
29.0,26.0,34.0,2.4,237.0,7.9,1006.9
27.3,25.0,33.0,14.3,213.0,8.2,1007.3
28.9,25.0,35.0,4.8,248.0,7.9,1007.2
28.8,25.0,34.0,8.2,241.0,6.6,1007.7
28.5,26.0,34.0,10.3,216.0,8.0,1008.7
28.3,24.0,32.0,15.0,229.0,8.9,1008.4
28.4,25.0,35.0,10.5,214.0,10.7,1008.1
27.6,25.0,32.0,36.5,213.0,10.4,1009.0
26.4,25.0,31.0,5.7,183.0,6.1,1009.9
28.5,25.0,33.0,8.7,275.0,8.7,1009.9
29.6,24.0,34.0,0.0,326.0,7.5,1009.2
28.3,25.0,34.0,9.8,6.0,7.6,1008.4
28.1,25.0,34.0,6.7,118.0,5.0,1009.4
30.4,26.0,35.0,2.7,159.0,8.7,1009.3
28.7,26.0,31.0,7.3,163.0,8.0,1009.6
27.4,26.0,32.0,12.0,228.0,7.3,1009.8
29.4,25.0,33.0,4.1,228.0,7.5,1009.0
30.2,26.0,34.0,1.9,262.0,9.3,1009.0
29.9,27.0,34.0,11.2,246.0,7.3,1008.8
28.2,23.0,34.0,24.0,266.0,10.8,1008.2
28.3,25.0,33.0,56.1,270.0,11.0,1008.0
29.4,25.0,33.0,17.0,266.0,12.8,1006.5
27.3,24.0,33.0,10.0,247.0,15.0,1005.0
27.3,26.0,31.0,10.8,252.0,21.5,1004.7
27.9,26.0,32.0,12.0,250.0,20.9,1005.6
28.0,26.0,33.0,16.2,265.0,16.7,1005.5
26.3,25.0,30.0,14.7,266.0,11.0,1006.2
26.6,24.0,29.0,11.9,247.0,8.9,1007.9
27.2,25.0,31.0,11.5,239.0,8.8,1009.5
27.1,25.0,30.0,12.1,227.0,10.8,1009.3
26.9,25.0,30.0,11.9,236.0,13.8,1008.2
27.4,25.0,33.0,8.8,248.0,15.7,1008.4
28.3,25.0,34.0,15.2,261.0,14.4,1008.0
27.8,26.0,31.0,26.5,258.0,17.7,1007.0
28.2,24.0,33.0,18.2,255.0,18.4,1005.5
28.1,25.0,31.0,13.3,244.0,20.0,1006.2
28.1,27.0,30.0,19.2,242.0,18.1,1007.5
28.3,27.0,32.0,6.6,253.0,17.0,1008.5
29.2,25.0,33.0,10.8,260.0,13.5,1008.2
29.0,27.0,33.0,9.2,258.0,18.1,1008.5
28.7,27.0,33.0,3.0,238.0,17.7,1009.3
29.1,27.0,34.0,0.4,240.0,16.4,1011.3
29.2,27.0,34.0,4.0,247.0,15.8,1011.5
29.7,26.0,33.0,7.6,252.0,19.9,1009.6
30.0,26.0,34.0,0.4,259.0,18.5,1008.5
29.9,27.0,34.0,3.7,254.0,18.4,1009.3
30.3,27.0,35.0,3.2,259.0,18.7,1010.1
30.2,27.0,35.0,0.2,265.0,15.0,1009.4
30.4,27.0,35.0,1.7,260.0,19.3,1008.5
30.6,27.0,35.0,7.2,253.0,19.9,1008.0
29.2,26.0,35.0,3.8,250.0,17.4,1008.0
29.6,27.0,35.0,6.8,239.0,14.2,1008.2
29.6,27.0,33.0,9.6,240.0,18.2,1008.8
29.2,27.0,33.0,2.8,251.0,14.0,1009.4
28.2,26.0,34.0,11.7,256.0,11.7,1008.3
28.6,26.0,34.0,16.9,260.0,9.6,1007.3
28.3,26.0,33.0,14.3,266.0,9.6,1006.8
27.5,25.0,32.0,15.5,240.0,11.1,1007.3
29.1,26.0,33.0,4.0,213.0,11.8,1008.4
28.8,26.0,34.0,3.8,237.0,11.7,1008.6
29.6,27.0,35.0,0.0,261.0,14.6,1008.3
29.7,26.0,34.0,2.1,255.0,15.7,1008.4
30.7,27.0,35.0,8.9,263.0,13.6,1008.0
29.6,27.0,34.0,14.5,269.0,16.3,1008.2
28.9,25.0,34.0,15.5,263.0,13.3,1007.3
29.5,26.0,34.0,15.8,265.0,14.0,1006.2
28.6,24.0,34.0,6.1,248.0,16.2,1006.1
27.3,25.0,31.0,23.2,235.0,7.7,1007.7
27.6,25.0,31.0,10.4,248.0,14.4,1007.7
27.9,26.0,32.0,10.7,261.0,14.3,1007.3
27.9,26.0,31.0,9.3,247.0,20.0,1006.0
27.8,26.0,31.0,11.0,247.0,14.0,1005.0
28.3,26.0,31.0,10.9,239.0,19.6,1005.4
27.7,26.0,31.0,15.9,245.0,17.0,1007.2
29.1,26.0,33.0,5.4,267.0,9.1,1008.6
28.8,26.0,32.0,10.0,252.0,9.2,1008.6
27.4,24.0,34.0,12.4,246.0,9.7,1008.6
27.6,25.0,31.0,7.8,198.0,6.9,1008.0
28.1,26.0,31.0,7.3,226.0,14.2,1008.8
28.3,24.0,31.0,3.7,257.0,13.8,1009.5
27.9,26.0,31.0,8.4,246.0,13.0,1010.0
28.3,26.0,33.0,0.9,265.0,13.7,1009.8
27.5,25.0,33.0,9.2,274.0,9.7,1009.3
28.4,25.0,31.0,13.5,255.0,16.3,1009.0
28.0,26.0,31.0,12.9,216.0,10.7,1009.3
27.5,24.0,33.0,26.4,232.0,6.8,1009.0
29.3,25.0,34.0,9.4,266.0,5.5,1009.7
30.1,25.0,35.0,9.2,326.0,6.5,1009.9
28.7,25.0,34.0,3.9,155.0,7.2,1009.2
27.9,25.0,33.0,19.3,122.0,4.9,1009.3
27.8,25.0,32.0,15.7,199.0,7.2,1008.7
27.4,25.0,32.0,4.6,251.0,6.1,1008.9
27.4,25.0,33.0,18.7,259.0,9.2,1007.3
27.9,25.0,32.0,10.7,260.0,12.3,1005.9
27.0,26.0,31.0,11.5,234.0,17.2,1007.0
27.0,25.0,31.0,24.0,233.0,11.7,1008.4
28.9,25.0,33.0,2.2,288.0,7.5,1010.0
29.1,27.0,34.0,21.6,295.0,8.3,1010.8
26.9,24.0,30.0,7.9,287.0,11.4,1010.8
27.1,24.0,31.0,24.4,275.0,7.8,1009.0
25.7,25.0,27.0,46.6,264.0,5.4,1009.6
27.4,24.0,30.0,5.2,255.0,10.3,1010.1
28.4,26.0,32.0,8.6,215.0,10.6,1009.9
28.2,25.0,32.0,10.8,217.0,7.4,1009.4
28.3,25.0,34.0,15.6,216.0,8.2,1009.5
28.6,25.0,33.0,9.4,246.0,7.0,1010.4
28.9,26.0,34.0,2.1,314.0,7.2,1011.3
29.0,25.0,33.0,0.0,342.0,8.9,1011.0
28.4,24.0,32.0,7.0,172.0,5.6,1010.5
29.8,26.0,35.0,12.1,123.0,7.7,1010.7
28.7,25.0,34.0,5.0,72.0,8.5,1011.8
27.8,25.0,31.0,3.7,242.0,5.3,1011.1
28.8,26.0,33.0,2.4,225.0,5.5,1009.3
28.3,25.0,33.0,6.0,278.0,5.8,1008.2
27.3,25.0,30.0,37.6,271.0,4.8,1009.4
28.3,25.0,33.0,24.2,247.0,9.3,1010.1
28.9,26.0,34.0,11.9,246.0,6.4,1010.8
28.7,24.0,33.0,9.6,185.0,6.6,1010.8
28.5,24.0,33.0,5.6,102.0,8.2,1010.9
28.1,26.0,32.0,10.6,50.0,5.9,1012.1
27.9,25.0,33.0,3.6,349.0,5.1,1012.3
26.8,24.0,33.0,12.4,247.0,6.1,1012.0
27.9,24.0,33.0,5.5,309.0,6.1,1010.9
27.7,26.0,32.0,8.2,112.0,5.7,1011.4
28.2,25.0,33.0,13.4,107.0,5.6,1011.7
28.8,25.0,34.0,2.5,142.0,5.9,1010.9
27.5,24.0,34.0,6.4,357.0,3.9,1010.6
26.6,25.0,32.0,31.2,20.0,5.1,1010.5
27.8,24.0,33.0,3.5,27.0,6.2,1010.2
27.7,25.0,34.0,2.2,43.0,4.1,1010.7
28.4,25.0,33.0,5.3,38.0,5.0,1010.9
28.2,25.0,32.0,13.1,306.0,6.1,1010.5
27.8,25.0,33.0,6.2,327.0,5.7,1009.3
28.5,24.0,33.0,2.0,87.0,7.7,1009.6
28.8,26.0,34.0,11.1,46.0,8.3,1010.6
28.6,24.0,34.0,2.0,77.0,9.0,1010.7
28.2,26.0,32.0,1.9,0.0,6.7,1010.5
29.2,25.0,33.0,3.2,79.0,8.1,1010.0
29.5,26.0,34.0,6.3,109.0,9.7,1010.3
28.7,26.0,32.0,10.9,38.0,7.6,1011.8
29.6,26.0,34.0,1.0,90.0,11.5,1011.6
29.2,26.0,34.0,2.7,69.0,7.8,1011.9
29.6,26.0,35.0,3.0,22.0,6.5,1011.2
28.9,26.0,34.0,5.4,40.0,6.2,1011.8
27.9,25.0,31.0,3.7,34.0,8.0,1012.3
27.2,25.0,30.0,0.5,30.0,5.9,1013.2
28.2,26.0,32.0,5.0,21.0,9.0,1013.2
27.7,23.0,33.0,0.0,32.0,11.7,1012.4
27.6,23.0,34.0,0.0,13.0,7.6,1012.0
28.0,24.0,32.0,0.0,28.0,7.7,1011.3
29.0,26.0,33.0,0.0,3.0,6.2,1010.1
28.1,24.0,32.0,0.0,326.0,5.7,1009.2
27.5,26.0,31.0,0.3,296.0,6.6,1009.2
26.8,25.0,29.0,0.7,26.0,6.4,1010.0
28.1,24.0,33.0,7.0,18.0,6.7,1009.8
28.3,25.0,33.0,0.4,347.0,5.1,1010.8
28.5,25.0,33.0,0.0,45.0,10.8,1010.0
28.1,24.0,33.0,0.1,15.0,7.9,1010.0
28.8,24.0,33.0,2.5,39.0,7.2,1009.6
29.7,26.0,33.0,3.3,109.0,6.7,1010.4
29.6,26.0,35.0,0.0,64.0,7.0,1009.8
28.2,25.0,32.0,3.8,103.0,7.5,1010.6
27.4,24.0,31.0,5.4,77.0,6.3,1010.7
29.0,25.0,34.0,0.7,92.0,7.0,1010.8
29.5,26.0,34.0,0.0,100.0,7.0,1010.1
28.9,26.0,32.0,0.1,105.0,7.5,1011.0
28.7,25.0,32.0,0.2,102.0,6.6,1010.9
27.8,26.0,32.0,0.0,51.0,5.2,1011.3
28.5,25.0,33.0,0.0,131.0,5.7,1010.4
28.8,26.0,32.0,0.0,141.0,8.1,1009.8
29.3,24.0,35.0,0.0,118.0,10.9,1010.1
29.7,25.0,35.0,0.0,97.0,9.7,1010.0
29.5,25.0,34.0,4.9,93.0,7.1,1011.0
30.6,26.0,35.0,0.0,93.0,13.0,1011.5
29.8,25.0,35.0,0.0,113.0,8.7,1011.1
29.2,26.0,33.0,0.0,109.0,7.2,1011.1
29.4,25.0,35.0,0.0,96.0,8.6,1011.1
29.0,24.0,34.0,5.7,40.0,7.2,1011.8
29.2,25.0,34.0,0.0,33.0,9.4,1011.4
28.9,25.0,34.0,0.7,43.0,11.5,1011.0
29.1,24.0,35.0,0.0,31.0,12.4,1010.8
28.1,24.0,35.0,0.8,40.0,13.6,1012.5
27.6,24.0,31.0,2.8,16.0,11.2,1013.3
26.9,24.0,30.0,0.1,359.0,6.9,1014.8
28.1,24.0,33.0,0.0,19.0,9.8,1013.9
28.0,23.0,33.0,0.0,1.0,7.1,1014.3
28.2,24.0,33.0,0.0,346.0,6.1,1013.8
28.3,25.0,32.0,0.0,43.0,6.1,1013.0
29.2,26.0,34.0,0.4,15.0,5.6,1011.8
29.6,26.0,34.0,0.0,99.0,6.5,1011.0
28.7,26.0,34.0,0.0,264.0,6.9,1011.4
